ID	name	label	UP/DOWN	statistic	p.value	FDRp.value	type
N-hsa03320-10	PPAR signaling pathway: PLIN1	PLIN1	DOWN	-16.3057552958059	1.19957754385715e-39	2.68792611827192e-38	gene
N-hsa03320-40	PPAR signaling pathway: FABP4	FABP4	DOWN	-17.3871619568574	4.20983852332944e-43	1.39467876240624e-41	gene
N-hsa03320-38	PPAR signaling pathway: SORBS1	SORBS1	DOWN	-16.5897386744839	1.47555098671162e-40	4.24875942996122e-39	gene
N-hsa03320-39	PPAR signaling pathway: MMP1	MMP1	UP	17.908697048132	9.33670649230247e-45	3.38428149444517e-43	gene
N-hsa03320-9	PPAR signaling pathway: PCK1	PCK1	DOWN	-2.35278211556547	0.0195210698014221	0.0252019342376625	gene
N-hsa03320-7	PPAR signaling pathway: AQP7	AQP7	DOWN	-18.4196618745035	2.28415320939115e-46	1.0199240634977e-44	gene
N-hsa03320-8	PPAR signaling pathway: GK	GK	UP	14.2085734321177	6.81656359658973e-33	9.0917023554515e-32	gene
N-hsa03320-64	PPAR signaling pathway: APOA5	APOA5	UP	2.83755825473364	0.00497350782549972	0.00682403812530155	gene
N-hsa03320-65	PPAR signaling pathway: ME1	ME1	DOWN	-4.16655302796058	4.45347174566418e-05	7.79389176278975e-05	gene
N-hsa03320-58	PPAR signaling pathway: CYP8B1	CYP8B1	DOWN	-8.28894756381484	1.1538877656368e-14	3.90673429222746e-14	gene
N-hsa03320-43	PPAR signaling pathway: ILK	ILK	DOWN	-10.046638365116	9.04461916929475e-20	4.52745274745688e-19	gene
N-hsa03320-62	PPAR signaling pathway: UBC	UBC	UP	1.58648978915874	0.114073113213108	0.134555613250225	gene
N-hsa03320-60	PPAR signaling pathway: CYP27A1	CYP27A1	DOWN	-2.03094929450276	0.0434702626966869	0.0544659940498139	gene
N-hsa03320-53	PPAR signaling pathway: ADIPOQ	ADIPOQ	DOWN	-14.1022720318319	1.50058874917256e-32	1.93444097748981e-31	gene
N-hsa03460-6	Fanconi anemia pathway: FANCD2	FANCD2	UP	13.8603853777452	9.0295268681667e-32	1.05179479322577e-30	gene
N-hsa03460-21	Fanconi anemia pathway: ATR	ATR	UP	2.22072204827378	0.0273956030956532	0.0349868821296197	gene
N-hsa03460-24	Fanconi anemia pathway: BRCA2	BRCA2	UP	14.3438879579194	2.49589411489389e-33	3.46389629188652e-32	gene
N-hsa03460-29	Fanconi anemia pathway: FAN1	FAN1	DOWN	-5.80257323694019	2.27328648950112e-08	5.26814266577882e-08	gene
N-hsa03460-20 21	Fanconi anemia pathway: ATRIP ATR	ATRIP ATR	UP	8.6027477952127	1.52248048255129e-15	5.55448474451216e-15	gene
N-hsa03460-30 31	Fanconi anemia pathway: USP1 WDR48	USP1 WDR48	UP	0.527357449906902	0.598479982327399	0.621370455113974	gene
N-hsa03460-23 49	Fanconi anemia pathway: TELO2 C19orf40	TELO2 C19orf40	UP	17.7930065042883	2.16939407495801e-44	7.72705565889667e-43	gene
N-hsa03460-26 12 24	Fanconi anemia pathway: BRIP1 PALB2 BRCA2	BRIP1 PALB2 BRCA2	UP	15.320283638296	1.77179456349645e-36	3.12830891125076e-35	gene
N-hsa03460-1 10 11 13 2 3 32 35 4 50 51 8 9 14 17 18 19	Fanconi anemia pathway: FANCM FANCG FANCL C17orf70 FANCA FANCB UBE2T STRA13 FANCC C19orf40 HES1 FANCE FANCF BLM RMI1 RMI2 TOP3A	FANCM FANCG FANCL C17orf70 FANCA FANCB UBE2T STRA13 FANCC C19orf40 HES1 FANCE FANCF BLM RMI1 RMI2 TOP3A	UP	3.69235504245614	0.000280646865345471	0.000453658442880061	gene
N-hsa03460-27	Fanconi anemia pathway: BRCA1	BRCA1	UP	11.2845242855422	1.42729348751001e-23	9.15190683666666e-23	gene
N-hsa03460-48	Fanconi anemia pathway: RAD51	RAD51	UP	19.33500098728	3.1417397259773e-49	1.79253705476594e-47	gene
N-hsa03460-25 40	Fanconi anemia pathway: MLH1 PMS2	MLH1 PMS2	UP	5.30105455215905	2.80857123128183e-07	5.8865360296458e-07	gene
N-hsa03460-7	Fanconi anemia pathway: FANCI	FANCI	UP	18.9417123678488	5.27843804276247e-48	2.8531346683774e-46	gene
N-hsa03460-16 49	Fanconi anemia pathway: FANCM C19orf40	FANCM C19orf40	UP	18.3905675952469	2.8198411701396e-46	1.25006196333815e-44	gene
N-hsa03460-16 34	Fanconi anemia pathway: FANCM STRA13	FANCM STRA13	UP	3.07859135459752	0.00234599796233043	0.00330348250545706	gene
N-hsa03460-28	Fanconi anemia pathway: RAD51C	RAD51C	UP	7.31372361460453	4.85602954022953e-12	1.44345653771801e-11	gene
N-hsa04010-1	MAPK signaling pathway: Lipopolysaccharide	Lipopolysaccharide	UP	-8	1	1	compound
N-hsa04010-2	MAPK signaling pathway: RASGRF1	RASGRF1	DOWN	-4.68513028978428	4.91532323531751e-06	9.25113676726527e-06	gene
N-hsa04010-3	MAPK signaling pathway: DUSP10	DUSP10	DOWN	-5.02173043086856	1.06179925324816e-06	2.15649538514013e-06	gene
N-hsa04010-4	MAPK signaling pathway: DUSP3	DUSP3	UP	1.57777981153965	0.116061616568651	0.136717966219848	gene
N-hsa04010-5	MAPK signaling pathway: PPM1B	PPM1B	UP	2.46391245385749	0.0145143420524159	0.0190009296211997	gene
N-hsa04010-6	MAPK signaling pathway: FASLG	FASLG	UP	1.64658644308863	0.101079354832333	0.120777774767662	gene
N-hsa04010-7	MAPK signaling pathway: Diacylglycerol	Diacylglycerol	UP	-8	1	1	compound
N-hsa04010-8	MAPK signaling pathway: 3,5-Cyclic AMP	3,5-Cyclic AMP	UP	-8	1	1	compound
N-hsa04010-11	MAPK signaling pathway: MAP4K4	MAP4K4	UP	0.603957026933983	0.546498214329206	0.570476367388881	gene
N-hsa04010-16	MAPK signaling pathway: CHUK	CHUK	UP	3.28245488888749	0.00119790813619429	0.00176422321587696	gene
N-hsa04010-17	MAPK signaling pathway: MAP3K14	MAP3K14	DOWN	-5.83010087476582	1.97133681149762e-08	4.5752834020521e-08	gene
N-hsa04010-18	MAPK signaling pathway: MAPK1	MAPK1	UP	3.14146432477941	0.00191358266081712	0.00270882066527799	gene
N-hsa04010-22	MAPK signaling pathway: MOS	MOS	UP	0.0329529217247387	0.973742186860785	0.976118326897048	gene
N-hsa04010-23	MAPK signaling pathway: RAF1	RAF1	UP	1.70545484518037	0.0895295428125948	0.108019573746502	gene
N-hsa04010-24	MAPK signaling pathway: BRAF	BRAF	DOWN	-3.76540127385067	0.000213728464578745	0.000352703481182171	gene
N-hsa04010-25	MAPK signaling pathway: RASA1	RASA1	UP	0.939834196181023	0.348339544372425	0.378882452203029	gene
N-hsa04010-26	MAPK signaling pathway: NF1	NF1	UP	1.08206075089281	0.280417255475974	0.308890083704497	gene
N-hsa04010-27	MAPK signaling pathway: PRKCA	PRKCA	DOWN	-8.5400504746749	2.28848778375205e-15	8.1137294151209e-15	gene
N-hsa04010-28	MAPK signaling pathway: RAP1A	RAP1A	DOWN	-1.02396487039622	0.306983219997707	0.335991225866051	gene
N-hsa04010-29	MAPK signaling pathway: PRKACA	PRKACA	UP	3.34508426065576	0.000967943168731418	0.00143860728550965	gene
N-hsa04010-30	MAPK signaling pathway: RAPGEF2	RAPGEF2	DOWN	-11.0353065649586	8.51367511270814e-23	5.18872570468349e-22	gene
N-hsa04010-31	MAPK signaling pathway: RASA2	RASA2	DOWN	-3.68471291167903	0.000288690883488364	0.00046531865656691	gene
N-hsa04010-32	MAPK signaling pathway: RRAS2	RRAS2	DOWN	-4.0693945593713	6.58435280659127e-05	0.000112048555631636	gene
N-hsa04010-33	MAPK signaling pathway: RASGRP1	RASGRP1	UP	2.76408703212455	0.00619515592140371	0.00845130635104929	gene
N-hsa04010-35	MAPK signaling pathway: GNA12	GNA12	DOWN	-5.04370864953986	9.58114165772725e-07	1.95105733294499e-06	gene
N-hsa04010-41	MAPK signaling pathway: CACNG3	CACNG3	UP	7.57769373086771	9.85329496630907e-13	3.02370535768907e-12	gene
N-hsa04010-42	MAPK signaling pathway: PDGFA	PDGFA	DOWN	-3.3384602120489	0.000990159239940684	0.00146914549398375	gene
N-hsa04010-43	MAPK signaling pathway: FGF1	FGF1	DOWN	-17.4367918820384	2.92743272282951e-43	9.85728985687183e-42	gene
N-hsa04010-44	MAPK signaling pathway: EGF	EGF	DOWN	-4.34861167409032	2.1004861726067e-05	3.7279260888838e-05	gene
N-hsa04010-45	MAPK signaling pathway: NTF3	NTF3	DOWN	-15.0417685994586	1.40044814705709e-35	2.36426341977145e-34	gene
N-hsa04010-46	MAPK signaling pathway: BDNF	BDNF	DOWN	-10.1279248773228	5.14093631759249e-20	2.61805368504173e-19	gene
N-hsa04010-47	MAPK signaling pathway: NGF	NGF	DOWN	-7.29532455764231	5.42054784920288e-12	1.60583730032635e-11	gene
N-hsa04010-55	MAPK signaling pathway: MAPK7	MAPK7	DOWN	-1.09478912373597	0.274813352810124	0.302825443493559	gene
N-hsa04010-56	MAPK signaling pathway: MAP2K5	MAP2K5	DOWN	-7.91930503430841	1.19472318682925e-13	3.86247863443959e-13	gene
N-hsa04010-59	MAPK signaling pathway: RPS6KA4	RPS6KA4	DOWN	-0.952638798062323	0.341824860535816	0.372273734645051	gene
N-hsa04010-60	MAPK signaling pathway: MAPKAPK3	MAPKAPK3	UP	15.6872159122944	1.1658858406004e-37	2.25917878923889e-36	gene
N-hsa04010-69	MAPK signaling pathway: MAPK14	MAPK14	UP	9.30715435889962	1.4269286786967e-17	5.88142777132381e-17	gene
N-hsa04010-70	MAPK signaling pathway: PPP5D1	PPP5D1	UP	9.29014775317081	1.60019414768811e-17	6.57798288062316e-17	gene
N-hsa04010-71	MAPK signaling pathway: MAP2K6	MAP2K6	DOWN	-12.0461037402644	5.74846879185839e-26	4.34093930091071e-25	gene
N-hsa04010-72	MAPK signaling pathway: MAP2K3	MAP2K3	DOWN	-3.18043341320809	0.00168388901625414	0.00244086664741426	gene
N-hsa04010-73	MAPK signaling pathway: DUSP10*	DUSP10*	DOWN	-5.02173043086856	1.06179925324816e-06	2.15649538514013e-06	gene
N-hsa04010-74	MAPK signaling pathway: DUSP3*	DUSP3*	UP	1.57777981153965	0.116061616568651	0.136717966219848	gene
N-hsa04010-75	MAPK signaling pathway: PPM1A	PPM1A	UP	0.565463308752301	0.572338363277014	0.595533433723904	gene
N-hsa04010-76	MAPK signaling pathway: AKT3	AKT3	UP	3.3789385064532	0.000861481138761901	0.00130236672645997	gene
N-hsa04010-80	MAPK signaling pathway: MAP3K7	MAP3K7	UP	1.35523599741326	0.176740529159096	0.203109873308159	gene
N-hsa04010-81	MAPK signaling pathway: MAP3K5	MAP3K5	DOWN	-9.24164314325376	2.21776860359338e-17	9.05025836777641e-17	gene
N-hsa04010-82	MAPK signaling pathway: MAP3K6	MAP3K6	DOWN	-6.1571279563985	3.503311576425e-09	8.66268295904127e-09	gene
N-hsa04010-83	MAPK signaling pathway: ZAK	ZAK	DOWN	-8.95194753756592	1.53428643814804e-16	5.90892064491765e-16	gene
N-hsa04010-84	MAPK signaling pathway: MAP3K12	MAP3K12	DOWN	-1.35238702725655	0.177648326916523	0.204115045769088	gene
N-hsa04010-85	MAPK signaling pathway: MAP3K13	MAP3K13	UP	7.9468507644261	1.00564687203814e-13	3.26835233412396e-13	gene
N-hsa04010-90	MAPK signaling pathway: TAB1	TAB1	DOWN	-0.488592173598117	0.625620050752816	0.648237893515866	gene
N-hsa04010-91	MAPK signaling pathway: GADD45G	GADD45G	DOWN	-0.388591743176262	0.697956233810504	0.719078132877499	gene
N-hsa04010-93	MAPK signaling pathway: DAXX	DAXX	UP	10.927551659658	1.8366948644253e-22	1.09561604594276e-21	gene
N-hsa04010-94	MAPK signaling pathway: TRAF2	TRAF2	UP	12.1981017069171	1.89567939818686e-26	1.46380657288565e-25	gene
N-hsa04010-95	MAPK signaling pathway: CASP3	CASP3	UP	16.5326341956124	2.24807504108179e-40	5.49707873140713e-39	gene
N-hsa04010-96	MAPK signaling pathway: CD14	CD14	DOWN	-5.16721672692473	5.34596537477899e-07	1.10468942452677e-06	gene
N-hsa04010-97	MAPK signaling pathway: TGFBR1	TGFBR1	DOWN	-15.764513617374	6.57541532151082e-38	1.29449550195366e-36	gene
N-hsa04010-98	MAPK signaling pathway: FAS	FAS	DOWN	-5.39760834812616	1.75253152496239e-07	3.76013205320969e-07	gene
N-hsa04010-99	MAPK signaling pathway: IL1R1	IL1R1	DOWN	-7.35652546036356	3.75756491733746e-12	1.13002025478933e-11	gene
N-hsa04010-100	MAPK signaling pathway: TNFRSF1A	TNFRSF1A	DOWN	-1.39062197745969	0.165753581906838	0.191125294107398	gene
N-hsa04010-101	MAPK signaling pathway: TGFB1	TGFB1	UP	11.2752098813388	1.52609184298632e-23	9.59569177192013e-23	gene
N-hsa04010-102	MAPK signaling pathway: IL1A	IL1A	DOWN	-1.14651137230298	0.252836548207775	0.27975916862207	gene
N-hsa04010-103	MAPK signaling pathway: TNF	TNF	DOWN	-0.769476777062522	0.442440648700291	0.469165251641919	gene
N-hsa04010-104	MAPK signaling pathway: MAPKAPK5	MAPKAPK5	UP	6.23144891869503	2.3452837880868e-09	5.85086587133233e-09	gene
N-hsa04010-105	MAPK signaling pathway: RAC1	RAC1	UP	9.76347012775969	6.39082328296684e-19	3.01995805748786e-18	gene
N-hsa04010-106	MAPK signaling pathway: PAK1	PAK1	UP	12.2003026547232	1.86543676575716e-26	1.45688483530996e-25	gene
N-hsa04010-110	MAPK signaling pathway: MAP2K7	MAP2K7	DOWN	-1.1075891398392	0.269256040437808	0.296967195485551	gene
N-hsa04010-111	MAPK signaling pathway: MAPK8	MAPK8	UP	6.56134494779282	3.80511483406032e-10	9.74526916354103e-10	gene
N-hsa04010-115	MAPK signaling pathway: MECOM	MECOM	DOWN	-7.73257411115735	3.80925945389368e-13	1.19392964165274e-12	gene
N-hsa04010-116	MAPK signaling pathway: HSPA1A	HSPA1A	UP	9.17227578481053	3.53254575509557e-17	1.409815216509e-16	gene
N-hsa04010-121	MAPK signaling pathway: PPP3CA	PPP3CA	DOWN	-3.61271249468505	0.000375920246962866	0.000597323507422686	gene
N-hsa04010-126	MAPK signaling pathway: MAP3K8	MAP3K8	DOWN	-10.8163320121814	4.05261889643736e-22	2.36928250852439e-21	gene
N-hsa04010-128	MAPK signaling pathway: MAP4K3	MAP4K3	UP	2.86780889566582	0.00453765516704719	0.00624827511493738	gene
N-hsa04010-135	MAPK signaling pathway: RPS6KA6	RPS6KA6	DOWN	-7.71936543933066	4.13254353083669e-13	1.28935358162105e-12	gene
N-hsa04010-136	MAPK signaling pathway: MKNK2	MKNK2	DOWN	-0.389962035335424	0.696944160508183	0.719078132877499	gene
N-hsa04010-130 132 133	MAPK signaling pathway: SRF ELK4 ELK1	SRF ELK4 ELK1	UP	12.9264717893342	9.02914286777673e-29	8.50727497725385e-28	gene
N-hsa04010-19 21	MAPK signaling pathway: LAMTOR3 MAP2K1	LAMTOR3 MAP2K1	UP	2.33573621472944	0.0204104776336648	0.026295079067247	gene
N-hsa04010-19 20	MAPK signaling pathway: LAMTOR3 MAP2K2	LAMTOR3 MAP2K2	UP	2.33561309270443	0.0204170291767017	0.0262980212765125	gene
N-hsa04010-34 36	MAPK signaling pathway: SOS1 GRB2	SOS1 GRB2	DOWN	-4.62253364448005	6.47947738615915e-06	1.20989514101554e-05	gene
N-hsa04010-89 92	MAPK signaling pathway: TAB2 TRAF6	TAB2 TRAF6	DOWN	-4.81033564783889	2.80524897893296e-06	5.35998270021237e-06	gene
N-hsa04010-108 127	MAPK signaling pathway: MAPK8IP2 MAP4K1	MAPK8IP2 MAP4K1	UP	3.13233302153834	0.00197143913239116	0.00279007991129864	gene
N-hsa04010-109 123	MAPK signaling pathway: MAP3K11 MAPK8IP3	MAP3K11 MAPK8IP3	DOWN	-0.209370462805447	0.83435395787504	0.846999849823063	gene
N-hsa04010-112 113	MAPK signaling pathway: MAP2K4 CRK	MAP2K4 CRK	DOWN	-0.384554850653128	0.700940949806674	0.722032452809883	gene
N-hsa04010-112 124	MAPK signaling pathway: MAP2K4 FLNA	MAP2K4 FLNA	DOWN	-0.241527631186135	0.809372523501875	0.82313145565581	gene
N-hsa04010-112 114	MAPK signaling pathway: MAP2K4 ARRB1	MAP2K4 ARRB1	DOWN	-4.16944276972672	4.40150520664935e-05	7.70513496686742e-05	gene
N-hsa04010-123 125	MAPK signaling pathway: MAPK8IP3 MAP3K1	MAPK8IP3 MAP3K1	DOWN	-0.400427123424501	0.689232851845414	0.711518316815453	gene
N-hsa04010-36 37	MAPK signaling pathway: GRB2 PDGFRA	GRB2 PDGFRA	UP	2.63180710283962	0.00909819643022791	0.0121818642184447	gene
N-hsa04010-36 38	MAPK signaling pathway: GRB2 FGFR1	GRB2 FGFR1	DOWN	-8.61033246537828	1.44910096390019e-15	5.29618039119394e-15	gene
N-hsa04010-36 39	MAPK signaling pathway: GRB2 EGFR	GRB2 EGFR	DOWN	-15.3304815734519	1.64266837409933e-36	2.92546893676303e-35	gene
N-hsa04010-36 40	MAPK signaling pathway: GRB2 NTRK1	GRB2 NTRK1	DOWN	-18.5281810109787	1.04165621615889e-46	4.7196217676258e-45	gene
N-hsa04010-15	MAPK signaling pathway: NFKB1	NFKB1	UP	5.01613979539527	1.08986121693405e-06	2.21203057271002e-06	gene
N-hsa04010-13	MAPK signaling pathway: STMN1	STMN1	UP	15.6873486381364	1.16473965966735e-37	2.25917878923889e-36	gene
N-hsa04010-12	MAPK signaling pathway: PLA2G4B	PLA2G4B	DOWN	-6.22362491797794	2.4468491872015e-09	6.06984085810614e-09	gene
N-hsa04010-131	MAPK signaling pathway: MYC	MYC	DOWN	-9.68123119251825	1.12329874670537e-18	5.13484189703151e-18	gene
N-hsa04010-61	MAPK signaling pathway: ATF4	ATF4	DOWN	-2.08589660044514	0.0381477079019333	0.0479237871746611	gene
N-hsa04010-79	MAPK signaling pathway: HSPB1	HSPB1	UP	8.05195312133247	5.19659668563624e-14	1.71512741172419e-13	gene
N-hsa04010-68	MAPK signaling pathway: ATF2	ATF2	UP	1.88025898460132	0.0614021087920885	0.0757477065819518	gene
N-hsa04010-67	MAPK signaling pathway: ELK1	ELK1	UP	13.880132972429	7.79936411497173e-32	9.20683557020226e-31	gene
N-hsa04010-66	MAPK signaling pathway: TP53	TP53	UP	3.25197637446299	0.00132734405956902	0.0019372558254534	gene
N-hsa04010-65	MAPK signaling pathway: ELK4	ELK4	UP	3.96265885578763	0.000100351410267807	0.000168537855020503	gene
N-hsa04010-64	MAPK signaling pathway: DDIT3	DDIT3	DOWN	-1.15063540669058	0.251138869973411	0.278180427247198	gene
N-hsa04010-63	MAPK signaling pathway: MAX	MAX	UP	5.5462892888781	8.37894773331796e-08	1.8459447955919e-07	gene
N-hsa04010-62	MAPK signaling pathway: MEF2C	MEF2C	DOWN	-10.9254753210635	1.86407117046795e-22	1.10979773453367e-21	gene
N-hsa04010-58	MAPK signaling pathway: CDC25B	CDC25B	UP	7.50844369551324	1.50188266536109e-12	4.58148563562131e-12	gene
N-hsa04010-57	MAPK signaling pathway: NLK	NLK	UP	10.1656100640862	3.95426802992873e-20	2.03221014181992e-19	gene
N-hsa04010-86	MAPK signaling pathway: MAP4K2	MAP4K2	UP	5.10157783528618	7.29866266740775e-07	1.49714911306813e-06	gene
N-hsa04010-87	MAPK signaling pathway: STK3	STK3	UP	11.7043851218215	6.89249331699475e-25	4.63663142132332e-24	gene
N-hsa04010-88 92	MAPK signaling pathway: ECSIT TRAF6	ECSIT TRAF6	DOWN	-4.3126896820628	2.44092905104959e-05	4.31345133712864e-05	gene
N-hsa04010-118	MAPK signaling pathway: JUN	JUN	DOWN	-13.1808534395653	1.38181511112589e-29	1.34940486763197e-28	gene
N-hsa04010-117	MAPK signaling pathway: JUND	JUND	DOWN	-7.11239841289348	1.6036084937209e-11	4.63047588486793e-11	gene
N-hsa04010-120	MAPK signaling pathway: NFATC1	NFATC1	DOWN	-6.98251213962653	3.42995358500393e-11	9.54192956694998e-11	gene
N-hsa04010-119	MAPK signaling pathway: NFATC3	NFATC3	DOWN	-4.60294267917389	7.06066437268233e-06	1.31562787615569e-05	gene
N-hsa04010-134	MAPK signaling pathway: ATF4*	ATF4*	DOWN	-2.08589660044514	0.0381477079019333	0.0479237871746611	gene
N-hsa04010-14	MAPK signaling pathway: MAPT	MAPT	UP	0.0193239397822996	0.984600305555112	0.985559954975731	gene
N-hsa04010-54	MAPK signaling pathway: NR4A1	NR4A1	DOWN	-9.99780249517319	1.26899512007344e-19	6.25563834391401e-19	gene
N-hsa04010-78	MAPK signaling pathway: MAP3K4	MAP3K4	DOWN	-6.87097520444295	6.54512520020207e-11	1.77904991105625e-10	gene
N-hsa04010-107	MAPK signaling pathway: MAP3K2	MAP3K2	UP	3.35155531288753	0.000946689783901665	0.00142872947548422	gene
N-hsa04010-129	MAPK signaling pathway: FOS	FOS	DOWN	-12.3623089587528	5.70272895618226e-27	4.62371260894672e-26	gene
N-hsa04012-2	ErbB signaling pathway: GRB2	GRB2	UP	11.9606892984316	1.07100501478858e-25	7.54232331557394e-25	gene
N-hsa04012-4	ErbB signaling pathway: ERBB4	ERBB4	DOWN	-1.82829134674206	0.0688681417237405	0.0843333643286345	gene
N-hsa04012-6	ErbB signaling pathway: ERBB3	ERBB3	UP	8.20583519449874	1.96086317212806e-14	6.59543606258358e-14	gene
N-hsa04012-13	ErbB signaling pathway: EGFR	EGFR	DOWN	-18.1117783067746	2.1310420306202e-45	7.95847332889798e-44	gene
N-hsa04012-26	ErbB signaling pathway: MTOR	MTOR	UP	1.84032463694494	0.0670756794940058	0.0822364379311707	gene
N-hsa04012-27	ErbB signaling pathway: PAK4	PAK4	UP	19.3766215655271	2.33281219429983e-49	1.42324641002728e-47	gene
N-hsa04012-28	ErbB signaling pathway: NCK1	NCK1	DOWN	-4.18083279411205	4.20226167032872e-05	7.3647145655761e-05	gene
N-hsa04012-32	ErbB signaling pathway: GAB1	GAB1	DOWN	-2.74304366702501	0.00659204554447602	0.00895901734562445	gene
N-hsa04012-33	ErbB signaling pathway: TGFA	TGFA	DOWN	-3.56716310556627	0.000443332061366373	0.000701003890720963	gene
N-hsa04012-34	ErbB signaling pathway: MAP2K7	MAP2K7	UP	1.39428823719792	0.164645499114882	0.190381978897712	gene
