path_id	name	class	description	compounds	shortName	numberOfNode	numberOfMetabolites	annotatedMetabolite	metaboliteList
11	hsa04064	NF-kappa B signaling pathway - Homo sapiens (human)	Environmental Information Processing; Signal transduction	Nuclear factor-kappa B (NF-kappa B) is the generic name of a family of transcription factors that function as dimers and regulate genes involved in immunity, inflammation and cell survival. There are several pathways leading to NF-kappa B-activation. The canonical pathway is induced by tumour necrosis factor-alpha (TNF-alpha), interleukin-1 (IL-1) or byproducts of bacterial and viral infections. This pathway relies on IKK- mediated IkappaB-alpha phosphorylation on Ser32 and 36, leading to its degradation, which allows the p50/p65 NF-kappa B dimer to enter the nucleus and activate gene transcription. Atypical pathways are IKK-independent and rely on phosphorylation of IkappaB-alpha on Tyr42 or on Ser residues in IkappaB-alpha PEST domain. The non-canonical pathway is triggered by particular members of the TNFR superfamily, such as lymphotoxin-beta (LT-beta) or BAFF. It involves NIK and IKK-alpha-mediated p100 phosphorylation and processing to p52, resulting in nuclear translocation of p52/RelB heterodimers.	Calcium cation, Diacylglycerol, D-myo-Inositol 1,4,5-trisphosphate	NF-kappa B signaling pathway	114	0	0	
12	hsa04066	HIF-1 signaling pathway - Homo sapiens (human)	Environmental Information Processing; Signal transduction	Hypoxia-inducible factor 1 (HIF-1) is a transcription factor that functions as a master regulator of oxygen homeostasis. It consists of two subunits: an inducibly-expressed HIF-1alpha subunit and a constitutively-expressed HIF-1beta subunit. Under normoxia, HIF-1 alpha undergoes hydroxylation at specific prolyl residues which leads to an immediate ubiquitination and subsequent proteasomal degradation of the subunit. In contrast, under hypoxia, HIF-1 alpha subunit becomes stable and interacts with coactivators such as p300/CBP to modulate its transcriptional activity. Eventually, HIF-1 acts as a master regulator of numerous hypoxia-inducible genes under hypoxic conditions. The target genes of HIF-1 encode proteins that increase O2 delivery and mediate adaptive responses to O2 deprivation. Despite its name, HIF-1 is induced not only in response to reduced oxygen availability but also by other stimulants, such as nitric oxide, or various growth factors.	ATP, Oxygen, Pyruvate, Acetyl-CoA, 2-Oxoglutarate, D-Glucose, Ascorbate, Calcium cation, Diacylglycerol, (S)-Lactate, Lipopolysaccharide, Nitric oxide, Superoxide, D-myo-Inositol 1,4,5-trisphosphate, Fe2+	HIF-1 signaling pathway	89	10	10	C00165,C00704,C00076,C00338,C00533,C00007,C14818,C00072,C00026,C01245
13	hsa04068	FoxO signaling pathway - Homo sapiens (human)	Environmental Information Processing; Signal transduction	The forkhead box O (FOXO) family of transcription factors regulates the expression of genes in cellular physiological events including apoptosis, cell-cycle control, glucose metabolism, oxidative stress resistance, and longevity. A central regulatory mechanism of FOXO proteins is phosphorylation by the serine-threonine kinase Akt/protein kinase B (Akt/PKB), downstream of phosphatidylinositol 3-kinase (PI3K), in response to insulin or several growth factors. Phosphorylation at three conserved residues results in the export of FOXO proteins from the nucleus to the cytoplasm, thereby decreasing expression of FOXO target genes. In contrast, the stress-activated c-Jun N-terminal kinase (JNK) and the energy sensing AMP-activated protein kinase (AMPK), upon oxidative and nutrient stress stimuli phosphorylate and activate FoxOs. Aside from PKB, JNK and AMPK, FOXOs are regulated by multiple players through several post-translational modifications, including phosphorylation, but also acetylation, methylation and ubiquitylation.	ADP, AMP, L-Glutamate, D-Glucose, Phosphatidylinositol-3,4,5-trisphosphate	FoxO signaling pathway	100	4	4	C05981,C00008,C00020,C00025
14	hsa04071	Sphingolipid signaling pathway - Homo sapiens (human)	Environmental Information Processing; Signal transduction	Sphingomyelin (SM) and its metabolic products are now known to have second messenger functions in a variety of cellular signaling pathways. Particularly, the sphingolipid metabolites, ceramide (Cer) and sphingosine-1-phosphate (S1P), have emerged as a new class of potent bioactive molecules. Ceramide can be generated de novo or by hydrolysis of membrane sphingomyelin by sphingomyelinase (SMase). Ceramide is subsequently metabolized by ceramidase to generate sphingosine (Sph) which in turn produces S1P through phosphorylation by sphingosine kinases 1 and 2 (SphK1, 2). Both ceramide and S1P regulate cellular responses to stress, with generally opposing effects. S1P functions as a growth and survival factor, acting as a ligand for a family of G protein-coupled receptors, whereas ceramide activates intrinsic and extrinsic apoptotic pathways through receptor-independent mechanisms.	L-Serine, Palmitoyl-CoA, Diacylglycerol, N-Acylsphingosine, Adenosine, Sphingosine, Ethanolamine phosphate, Nitric oxide, Sphingomyelin, Sphinganine, D-myo-Inositol 1,4,5-trisphosphate, Phosphatidylinositol-3,4,5-trisphosphate, Sphingosine 1-phosphate, Dihydroceramide, Peroxynitrite	Sphingolipid signaling pathway	69	10	10	C05981,C00195,C06124,C16845,C00165,C05981,C00212,C00306,C01245,C00533
15	hsa04072	Phospholipase D signaling pathway - Homo sapiens (human)	Environmental Information Processing; Signal transduction	Phospholipase D (PLD) is an essential enzyme responsible for the production of the lipid second messenger phosphatidic acid (PA), which is involved in fundamental cellular processes, including membrane trafficking, actin cytoskeleton remodeling, cell proliferation and cell survival. PLD activity can be stimulated by a large number of cell surface receptors and is elaborately regulated by intracellular factors, including protein kinase C isoforms, small GTPases of the ARF, Rho and Ras families and the phosphoinositide, phosphatidylinositol 4,5-bisphosphate (PIP2). The PLD-produced PA activates signaling proteins and acts as a node within the membrane to which signaling proteins translocate. Several signaling proteins, including Raf-1 and mTOR, directly bind PA to mediate translocation or activation, respectively.	L-Glutamate, Calcium cation, Diacylglycerol, Phosphatidate, 3',5'-Cyclic AMP, Prostaglandin F2alpha, 1-Acyl-sn-glycerol 3-phosphate, D-myo-Inositol 1,4,5-trisphosphate, 1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate, Phosphatidylinositol-3,4,5-trisphosphate, Sphingosine 1-phosphate	Phospholipase D signaling pathway	62	13	13	C05981,C00165,C00575,C00416,C04637,C05981,C00752,C02135,C00025,C00681,C00639,C01245,C06124
16	hsa04110	Cell cycle - Homo sapiens (human)	Cellular Processes; Cell growth and death	Mitotic cell cycle progression is accomplished through a reproducible sequence of events, DNA replication (S phase) and mitosis (M phase) separated temporally by gaps known as G1 and G2 phases. Cyclin-dependent kinases (CDKs) are key regulatory enzymes, each consisting of a catalytic CDK subunit and an activating cyclin subunit. CDKs regulate the cell's progression through the phases of the cell cycle by modulating the activity of key substrates. Downstream targets of CDKs include transcription factor E2F and its regulator Rb. Precise activation and inactivation of CDKs at specific points in the cell cycle are required for orderly cell division. Cyclin-CDK inhibitors (CKIs), such as p16Ink4a, p15Ink4b, p27Kip1, and p21Cip1, are involved in the negative regulation of CDK activities, thus providing a pathway through which the cell cycle is negatively regulated.-  Eukaryotic cells respond to DNA damage by activating signaling pathways that promote cell cycle arrest and DNA repair. In response to DNA damage, the checkpoint kinase ATM phosphorylates and activates Chk2, which in turn directly phosphorylates and activates p53 tumor suppressor protein. p53 and its transcriptional targets play an important role in both G1 and G2 checkpoints. ATR-Chk1-mediated protein degradation of Cdc25A protein phosphatase is also a mechanism conferring intra-S-phase checkpoint activation.	NA	Cell cycle	61	0	0	
17	hsa04114	Oocyte meiosis - Homo sapiens (human)	Cellular Processes; Cell growth and death	During meiosis, a single round of DNA replication is followed by two rounds of chromosome segregation, called meiosis I and meiosis II. At meiosis I, homologous chromosomes recombine and then segregate to opposite poles, while the sister chromatids segregate from each other at meoisis II. In vertebrates, immature oocytes are arrested at the PI (prophase of meiosis I). The resumption of meiosis is stimulated by progesterone, which carries the oocyte through two consecutive M-phases (MI and MII) to a second arrest at MII. The key activity driving meiotic progression is the MPF (maturation-promoting factor), a heterodimer of CDC2 (cell division cycle 2 kinase) and cyclin B. In PI-arrested oocytes, MPF is initially inactive and is activated by the dual-specificity CDC25C phosphatase as the result of new synthesis of Mos induced by progesterone. MPF activation mediates the transition from the PI arrest to MI. The subsequent decrease in MPF levels, required to exit from MI into interkinesis, is induced by a negative feedback loop, where CDC2 brings about the activation of the APC (anaphase-promoting complex), which mediates destruction of cyclin B. Re-activation of MPF for MII requires re-accumulation of high levels of cyclin B as well as the inactivation of the APC by newly synthesized Emi2 and other components of the CSF (cytostatic factor), such as cyclin E or high levels of Mos. CSF antagonizes the ubiquitin ligase activity of the APC, preventing cyclin B destruction and meiotic exit until fertilization occurs. Fertilization triggers a transient increase in cytosolic free Ca2+, which leads to CSF inactivation and cyclin B destruction through the APC. Then eggs are released from MII into the first embryonic cell cycle.	Calcium cation, Progesterone, 3',5'-Cyclic AMP, D-myo-Inositol 1,4,5-trisphosphate	Oocyte meiosis	57	1	1	C00410
18	hsa04115	p53 signaling pathway - Homo sapiens (human)	Cellular Processes; Cell growth and death	p53 activation is induced by a number of stress signals, including DNA damage, oxidative stress and activated oncogenes. The p53 protein is employed as a transcriptional activator of p53-regulated genes. This results in three major outputs; cell cycle arrest, cellular senescence or apoptosis. Other p53-regulated gene functions communicate with adjacent cells, repair the damaged DNA or set up positive and negative feedback loops that enhance or attenuate the functions of the p53 protein and integrate these stress responses with other signal transduction pathways.	NA	p53 signaling pathway	83	0	0	
19	hsa04150	mTOR signaling pathway - Homo sapiens (human)	Environmental Information Processing; Signal transduction	The mammalian (mechanistic) target of rapamycin (mTOR) is a highly conserved serine/threonine protein kinase, which exists in two complexes termed mTOR complex 1 (mTORC1) and 2 (mTORC2). mTORC1 contains mTOR, Raptor, PRAS40, Deptor, mLST8, Tel2 and Tti1. mTORC1 is activated by the presence of growth factors, amino acids, energy status, stress and oxygen levels to regulate several biological processes, including lipid metabolism, autophagy, protein synthesis and ribosome biogenesis. On the other hand, mTORC2, which consists of mTOR, mSin1, Rictor, Protor, Deptor, mLST8, Tel2 and Tti1, responds to growth factors and controls cytoskeletal organization, metabolism and survival.	AMP, L-Arginine, L-Leucine, Phosphatidylinositol-3,4,5-trisphosphate	mTOR signaling pathway	59	3	3	C05981,C00020,C00123
20	hsa04151	PI3K-Akt signaling pathway - Homo sapiens (human)	Environmental Information Processing; Signal transduction	The phosphatidylinositol 3' -kinase(PI3K)-Akt signaling pathway is activated by many types of cellular stimuli or toxic insults and regulates fundamental cellular functions such as transcription, translation, proliferation, growth, and survival. The binding of growth factors to their receptor tyrosine kinase (RTK) or G protein-coupled receptors (GPCR) stimulates class Ia and Ib PI3K isoforms, respectively. PI3K catalyzes the production of phosphatidylinositol-3,4,5-triphosphate (PIP3) at the cell membrane. PIP3 in turn serves as a second messenger that helps to activate Akt. Once active, Akt can control key cellular processes by phosphorylating substrates involved in apoptosis, protein synthesis, metabolism, and cell cycle.	AMP, Nitric oxide, 1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate, Phosphatidylinositol-3,4,5-trisphosphate	PI3K-Akt signaling pathway	104	2	2	C05981,C00020
21	hsa04152	AMPK signaling pathway - Homo sapiens (human)	Environmental Information Processing; Signal transduction	AMP-activated protein kinase (AMPK) is a serine threonine kinase that is highly conserved through evolution. AMPK system acts as a sensor of cellular energy status. It is activated by increases in the cellular AMP:ATP ratio caused by metabolic stresses that either interfere with ATP production (eg, deprivation for glucose or oxygen) or that accelerate ATP consumption (eg, muscle contraction). Several upstream kinases, including liver kinase B1 (LKB1), calcium/calmodulin kinase kinase-beta (CaMKK beta), and TGF-beta-activated kinase-1 (TAK-1), can activate AMPK by phosphorylating a threonine residue on its catalytic alpha-subunit. Once activated, AMPK leads to a concomitant inhibition of energy-consuming biosynthetic pathways, such as protein, fatty acid and glycogen synthesis, and activation of ATP-producing catabolic pathways, such as fatty acid oxidation and glycolysis.	NAD+, ADP, AMP, Pyruvate, Acetyl-CoA, D-Glucose, Acyl-CoA, Calcium cation, Malonyl-CoA, D-Fructose 6-phosphate, Fatty acid, D-Fructose 1,6-bisphosphate, Quercetin, beta-D-Fructose 2,6-bisphosphate, alpha-D-Glucose 6-phosphate, Cl-, Berberine, beta-D-Glucose 6-phosphate, 1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide, Phosphatidylinositol-3,4,5-trisphosphate, Metformin, Epigallocatechin gallate, Phenformin (BAN)	AMPK signaling pathway	94	6	6	C05981,C00003,C00076,C00083,C00665,C00083
22	hsa04210	Apoptosis - Homo sapiens (human)	Cellular Processes; Cell growth and death	Apoptosis is a genetically programmed process for the elimination of damaged or redundant cells by activation of caspases (aspartate-specific cysteine proteases). The onset of apoptosis is controlled by numerous interrelating processes. The 'extrinsic' pathway involves stimulation of members of the tumor necrosis factor (TNF) receptor subfamily, such as TNFRI, CD95/Fas or TRAILR (death receptors), located at the cell surface, by their specific ligands, such as TNF-alpha, FasL or TRAIL, respectively. The 'intrinsic' pathway is activated mainly by non-receptor stimuli, such as DNA damage, ER stress, metabolic stress, UV radiation or growth-factor deprivation. The central event in the 'intrinsic' pathway is the mitochondrial outer membrane permeabilization (MOMP), which leads to the release of cytochrome c. These two pathways converge at the level of effector caspases, such as caspase-3 and caspase-7. The third major pathway is initiated by the constituents of cytotoxic granules (e.g. Perforin and Granzyme B) that are released by CTLs (cytotoxic T-cells) and NK (natural killer) cells. Granzyme B, similarly to the caspases, cleaves its substrates after aspartic acid residues, suggesting that this protease has the ability to activate members of the caspase family directly. It is the balance between the pro-apoptotic and anti-apoptotic signals that eventually determines whether cells will undergo apoptosis, survive or proliferate. TNF family of ligands activates anti-apoptotic or cell-survival signals as well as apoptotic signals. NGF and Interleukin-3 promotes the survival, proliferation and differentiation of neurons or hematopoietic cells, respectively. Withdrawal of these growth factors leads to cell death, as described above.	Hydrogen peroxide, Calcium cation, Sphingosine, Phosphatidylinositol-3,4,5-trisphosphate	Apoptosis	125	2	2	C00076,C05981
23	hsa04211	Longevity regulating pathway - Homo sapiens (human)	Organismal Systems; Aging	Regulation of longevity depends on genetic and environmental factors. Caloric restriction (CR), that is limiting food intake, is recognized in mammals as the best characterized and most reproducible strategy for extending lifespan. Four pathways have been implicated in mediating the CR effect. These are the insulin like growth factor (IGF-1)/insulin signaling pathway, the sirtuin pathway, the adenosine monophosphate (AMP) activated protein kinase (AMPK) pathway and the target of rapamycin (TOR) pathway. The collective response of these pathways to CR is believed to promote cellular fitness and ultimately longevity via activation of autophagy, stress defense mechanisms, and survival pathways while attenuating proinflammatory mediators and cellular growth. Furthermore, there is evidence supporting that life span extension can be achieved with pharmacologic agents that mimic the effects of caloric restriction, such as rapamycin, via mTOR signaling blockade, resveratrol, by activating SIRT1 activity, and metformin, which seems to be a robust stimulator of AMPK activity. As an aging suppressor, Klotho is an important molecule in aging processes and its overexpression results in longevity.	NAD+, AMP, Calcium cation, 3',5'-Cyclic AMP, Resveratrol, Phosphatidylinositol-3,4,5-trisphosphate, Metformin, Sirolimus	Longevity regulating pathway - mammal	59	8	8	C05981,C00575,C03582,C07909,C07151,C00003,C00020,C00076
24	hsa04213	Longevity regulating pathway - multiple species - Homo sapiens (human)	Organismal Systems; Aging	Aging is a complex process of accumulation of molecular, cellular, and organ damage, leading to loss of function and increased vulnerability to disease and death. Despite the complexity of aging, recent work has shown that dietary restriction (DR) and genetic down-regulation of nutrient-sensing pathways, namely IIS (insulin/insulin-like growth factor signalling) and TOR (target-of- rapamycin) can substantially increase healthy life span of laboratory model organisms. These nutrient signaling pathways are conserved in various organisms. In worms, flies, and mammals, DR reduces signalling through IIS/TOR pathways, deactivating the PI3K/Akt/TOR intracellular signalling cascade and consequently activating the antiaging FOXO family transcription factor(s). In yeast, the effects of DR on life- span extension are associated with reduced activities of the TOR/Sch9 and Ras/PKA pathways and require the serine-threonine kinase Rim15 and transcription factors Gis1 and Msn2/4. These transcription factors (FOXO, DAF-16, Gis1, and Msn2/4) transactivate genes involved in resistance to oxidative stress, energy metabolism, DNA damage repair, glucose metabolism, autophagy and protection of proteins by chaperones.	3',5'-Cyclic AMP, Phosphatidylinositol-3,4,5-trisphosphate	Longevity regulating pathway - multiple species	54	4	4	C05981,C05981,C05981,C00575
25	hsa04218	Cellular senescence - Homo sapiens (human)	Cellular Processes; Cell growth and death	Cellular senescence is a state of irreversible cellular arrest and can be triggered by a number of factors, such as telomere shortening, oncogene activation, irradiation, DNA damage and oxidative stress. It is characterized by enlarged flattened morphology, senescence-associated beta-galactosidase (SA-b-gal) activity, secretion of inflammatory cytokines, growth factors and matrix metalloproteinases, as part of the senescence-associated secretory phenotype (SASP). Cellular senescence is functionally associated with many biological processes including aging, tumor suppression, placental biology, embryonic development, and wound healing.	Hydrogen peroxide, Calcium cation, Phosphatidylinositol-3,4,5-trisphosphate, Sirolimus, Hydroxyl radical	Cellular senescence	78	4	0	
